type,id,name,campus,district,county,overall,overall_score,1_achievement,1_achievement_score,2_progress,2_progress_score,3_gaps,3_gaps_score,student_pop,region,perc_econ_disadvantage,type_detail,absolute_url
campus,239901041.0,BRENHAM MIDDLE,BRENHAM MIDDLE,BRENHAM ISD,Washington,B,80,C,78,B,81,C,77,688,REGION 06: HUNTSVILLE,57.3%,Middle School,/districts/brenham-isd/brenham-middle-school/
campus,239901042.0,BRENHAM J H,BRENHAM J H,BRENHAM ISD,Washington,B,80,B,81,B,80,C,78,779,REGION 06: HUNTSVILLE,46.1%,Middle School,/districts/brenham-isd/brenham-junior-high/
campus,239901101.0,ALTON EL,ALTON EL,BRENHAM ISD,Washington,C,72,C,74,C,70,Not Rated: Senate Bill 1365,67,449,REGION 06: HUNTSVILLE,51.9%,Elementary,/districts/brenham-isd/alton-elementary-school/
campus,239901102.0,BRENHAM EL,BRENHAM EL,BRENHAM ISD,Washington,B,89,C,78,B,89,A,90,603,REGION 06: HUNTSVILLE,65.0%,Elementary,/districts/brenham-isd/brenham-elementary-school/
campus,239901103.0,KRAUSE EL,KRAUSE EL,BRENHAM ISD,Washington,C,70,Not Rated: Senate Bill 1365,69,C,70,C,70,578,REGION 06: HUNTSVILLE,64.2%,Elementary,/districts/brenham-isd/krause-elementary-school/
campus,239901106.0,BRENHAM EARLY CHILDHOOD LEARNING CENTER,BRENHAM EARLY CHILDHOOD LEARNING CENTER,BRENHAM ISD,Washington,B,81,Not Rated,.,Not Rated,.,Not Rated,.,213,REGION 06: HUNTSVILLE,94.4%,Elementary,/districts/brenham-isd/brenham-early-childhood-learning-c/
district,239903.0,BURTON ISD,,BURTON ISD,Washington,A,94,A,91,A,92,A,100,519,REGION 06: HUNTSVILLE,48.2%,District,/districts/burton-isd/
campus,239903001.0,BURTON H S,BURTON H S,BURTON ISD,Washington,B,87,B,87,B,82,B,86,224,REGION 06: HUNTSVILLE,47.3%,High School,/districts/burton-isd/burton-high-school/
campus,239903101.0,BURTON EL,BURTON EL,BURTON ISD,Washington,A,95,A,93,A,93,A,100,295,REGION 06: HUNTSVILLE,48.8%,Elementary,/districts/burton-isd/burton-elementary-school/
district,240801.0,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO,,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO,Webb,A,91,B,88,A,92,Not Rated: Senate Bill 1365,68,182,REGION 01: EDINBURG,97.3%,District,/districts/triumph-public-high-schools-laredo/
campus,240801001.0,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO NORTH,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO NORTH,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO,Webb,B,87,B,88,B,88,Not Rated: Senate Bill 1365,67,110,REGION 01: EDINBURG,96.4%,High School,/districts/triumph-public-high-schools-laredo/triumph-public-high-schools-laredo-240801001/
campus,240801002.0,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO SOUTH,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO SOUTH,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO,Webb,C,73,B,83,Not Rated,.,Not Rated: Senate Bill 1365,30,72,REGION 01: EDINBURG,98.6%,High School,/districts/triumph-public-high-schools-laredo/triumph-public-high-schools-laredo-240801002/
district,240901.0,LAREDO ISD,,LAREDO ISD,Webb,A,91,B,88,A,94,B,83,"19,716",REGION 01: EDINBURG,96.5%,District,/districts/laredo-isd/
campus,240901001.0,MARTIN H S,MARTIN H S,LAREDO ISD,Webb,B,88,B,85,A,92,C,77,"1,931",REGION 01: EDINBURG,97.8%,High School,/districts/laredo-isd/martin-high-school/
campus,240901002.0,NIXON H S,NIXON H S,LAREDO ISD,Webb,B,87,B,86,A,92,C,74,"2,155",REGION 01: EDINBURG,95.4%,High School,/districts/laredo-isd/nixon-high-school/
campus,240901003.0,DR LEO CIGARROA H S,DR LEO CIGARROA H S,LAREDO ISD,Webb,B,86,B,82,A,91,C,73,"1,491",REGION 01: EDINBURG,97.9%,High School,/districts/laredo-isd/dr-leo-cigarroa-high-school/
campus,240901007.0,F S LARA ACADEMY,F S LARA ACADEMY,LAREDO ISD,Webb,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,52,REGION 01: EDINBURG,100.0%,Elem/Secondary,/districts/laredo-isd/f-s-lara-academy/
campus,240901008.0,HECTOR J GARCIA EARLY COLLEGE H S,HECTOR J GARCIA EARLY COLLEGE H S,LAREDO ISD,Webb,A,99,A,98,A,97,A,100,399,REGION 01: EDINBURG,86.7%,High School,/districts/laredo-isd/hector-j-garcia-early-college-high-school/
campus,240901010.0,WEBB COUNTY J J A E P,WEBB COUNTY J J A E P,LAREDO ISD,Webb,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,6,REGION 01: EDINBURG,100.0%,High School,/districts/laredo-isd/webb-county-jjaep/
campus,240901041.0,CHRISTEN MIDDLE,CHRISTEN MIDDLE,LAREDO ISD,Webb,B,80,Not Rated: Senate Bill 1365,69,B,81,C,77,"1,032",REGION 01: EDINBURG,99.1%,Middle School,/districts/laredo-isd/christen-middle-school/
campus,240901042.0,LAMAR MIDDLE,LAMAR MIDDLE,LAREDO ISD,Webb,B,81,C,73,B,85,C,73,"1,293",REGION 01: EDINBURG,94.9%,Middle School,/districts/laredo-isd/lamar-middle-school/
campus,240901043.0,JOAQUIN CIGARROA MIDDLE,JOAQUIN CIGARROA MIDDLE,LAREDO ISD,Webb,C,79,Not Rated: Senate Bill 1365,69,B,81,C,73,"1,067",REGION 01: EDINBURG,98.1%,Middle School,/districts/laredo-isd/joaquin-cigarroa-middle-school/
campus,240901044.0,MEMORIAL MIDDLE,MEMORIAL MIDDLE,LAREDO ISD,Webb,B,89,C,78,A,92,B,83,648,REGION 01: EDINBURG,97.7%,Middle School,/districts/laredo-isd/memorial-middle-school/
campus,240901101.0,BRUNI EL,BRUNI EL,LAREDO ISD,Webb,A,90,C,72,A,94,C,79,426,REGION 01: EDINBURG,97.7%,Elementary,/districts/laredo-isd/bruni-elementary-school/
campus,240901102.0,DON JOSE GALLEGO,DON JOSE GALLEGO,LAREDO ISD,Webb,B,86,C,70,B,89,C,78,568,REGION 01: EDINBURG,98.1%,Elementary,/districts/laredo-isd/don-jose-gallego/
campus,240901104.0,DAICHES EL,DAICHES EL,LAREDO ISD,Webb,B,88,Not Rated: Senate Bill 1365,64,A,93,C,76,345,REGION 01: EDINBURG,98.3%,Elementary,/districts/laredo-isd/daiches-elementary-school/
campus,240901105.0,FARIAS EL,FARIAS EL,LAREDO ISD,Webb,A,99,A,93,A,98,A,100,519,REGION 01: EDINBURG,98.3%,Elementary,/districts/laredo-isd/farias-elementary-school/
campus,240901106.0,HEIGHTS EL,HEIGHTS EL,LAREDO ISD,Webb,A,96,A,91,A,94,A,100,477,REGION 01: EDINBURG,97.5%,Elementary,/districts/laredo-isd/heights-elementary-school/
campus,240901107.0,TARVER EL,TARVER EL,LAREDO ISD,Webb,A,92,B,80,A,94,B,86,413,REGION 01: EDINBURG,94.9%,Elementary,/districts/laredo-isd/tarver-elementary-school/
campus,240901108.0,LEYENDECKER EL,LEYENDECKER EL,LAREDO ISD,Webb,B,88,C,77,A,91,B,80,396,REGION 01: EDINBURG,98.7%,Elementary,/districts/laredo-isd/leyendecker-elementary-school/
campus,240901109.0,MACDONELL EL,MACDONELL EL,LAREDO ISD,Webb,B,85,Not Rated: Senate Bill 1365,58,B,89,C,76,428,REGION 01: EDINBURG,98.8%,Elementary,/districts/laredo-isd/macdonell-elementary-school/
campus,240901110.0,MILTON EL,MILTON EL,LAREDO ISD,Webb,A,96,C,77,A,97,A,94,651,REGION 01: EDINBURG,88.3%,Elementary,/districts/laredo-isd/milton-elementary-school/
campus,240901111.0,PIERCE EL,PIERCE EL,LAREDO ISD,Webb,A,96,C,79,A,97,A,92,662,REGION 01: EDINBURG,99.4%,Elementary,/districts/laredo-isd/pierce-elementary-school/
campus,240901112.0,RYAN EL,RYAN EL,LAREDO ISD,Webb,A,90,C,76,A,93,B,82,706,REGION 01: EDINBURG,87.4%,Elementary,/districts/laredo-isd/ryan-elementary-school/
campus,240901115.0,SANTA MARIA EL,SANTA MARIA EL,LAREDO ISD,Webb,B,85,C,72,B,88,C,79,471,REGION 01: EDINBURG,99.4%,Elementary,/districts/laredo-isd/santa-maria-elementary-school/
campus,240901116.0,SANTO NINO EL,SANTO NINO EL,LAREDO ISD,Webb,A,97,B,88,A,96,A,100,496,REGION 01: EDINBURG,95.0%,Elementary,/districts/laredo-isd/santo-nino-elementary-school/
campus,240901119.0,D D HACHAR EL,D D HACHAR EL,LAREDO ISD,Webb,B,89,C,73,A,94,C,78,429,REGION 01: EDINBURG,96.7%,Elementary,/districts/laredo-isd/d-d-hachar-elementary-school/
campus,240901120.0,J C MARTIN JR EL,J C MARTIN JR EL,LAREDO ISD,Webb,A,97,B,82,A,96,A,100,453,REGION 01: EDINBURG,98.9%,Elementary,/districts/laredo-isd/j-c-martin-jr-elementary-school/
campus,240901121.0,H B ZACHRY EL,H B ZACHRY EL,LAREDO ISD,Webb,B,81,C,73,B,82,C,78,501,REGION 01: EDINBURG,94.6%,Elementary,/districts/laredo-isd/h-b-zachry-elementary-school/
campus,240901122.0,J KAWAS EL,J KAWAS EL,LAREDO ISD,Webb,A,99,A,98,A,98,A,100,321,REGION 01: EDINBURG,98.4%,Elementary,/districts/laredo-isd/j-kawas-elementary-school/
campus,240901123.0,DOVALINA EL,DOVALINA EL,LAREDO ISD,Webb,A,90,C,74,A,94,B,82,351,REGION 01: EDINBURG,98.9%,Elementary,/districts/laredo-isd/dovalina-elementary-school/
campus,240901124.0,LIGARDE EL,LIGARDE EL,LAREDO ISD,Webb,A,90,Not Rated: Senate Bill 1365,65,A,96,C,76,525,REGION 01: EDINBURG,96.6%,Elementary,/districts/laredo-isd/ligarde-elementary-school/
campus,240901125.0,T SANCHEZ EL / H OCHOA EL,T SANCHEZ EL / H OCHOA EL,LAREDO ISD,Webb,A,95,C,78,A,98,B,87,504,REGION 01: EDINBURG,99.6%,Elementary,/districts/laredo-isd/t-sanchez-el-h-ochoa-elementary-school/
district,240903.0,UNITED ISD,,UNITED ISD,Webb,A,94,A,90,A,93,A,95,"39,243",REGION 01: EDINBURG,75.5%,District,/districts/united-isd/
campus,240903001.0,UNITED H S,UNITED H S,UNITED ISD,Webb,A,90,A,91,A,91,B,86,"3,760",REGION 01: EDINBURG,59.0%,High School,/districts/united-isd/united-high-school/
campus,240903002.0,UNITED SOUTH H S,UNITED SOUTH H S,UNITED ISD,Webb,B,88,B,86,A,90,B,84,"3,174",REGION 01: EDINBURG,86.2%,High School,/districts/united-isd/united-south-high-school/
campus,240903003.0,JOHN B ALEXANDER H S,JOHN B ALEXANDER H S,UNITED ISD,Webb,A,91,A,93,A,91,B,87,"2,979",REGION 01: EDINBURG,58.5%,High School,/districts/united-isd/john-b-alexander-high-school/
campus,240903004.0,UNITED STEP ACADEMY,UNITED STEP ACADEMY,UNITED ISD,Webb,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,144,REGION 01: EDINBURG,93.1%,Elem/Secondary,
campus,240903006.0,JUVENILLE JUSTICE ALTERNATIVE PROGRAM,JUVENILLE JUSTICE ALTERNATIVE PROGRAM,UNITED ISD,Webb,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,7,REGION 01: EDINBURG,100.0%,High School,/districts/united-isd/juvenille-justice-alternative-prog/
campus,240903009.0,LYNDON B JOHNSON,LYNDON B JOHNSON,UNITED ISD,Webb,B,88,B,87,A,92,C,77,"3,102",REGION 01: EDINBURG,90.9%,High School,/districts/united-isd/lyndon-b-johnson/
campus,240903030.0,YOUTH VILLAGE DETENTION CENTER,YOUTH VILLAGE DETENTION CENTER,UNITED ISD,Webb,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,21,REGION 01: EDINBURG,66.7%,High School,/districts/united-isd/youth-village-detention-center/
campus,240903031.0,YOUTH RECOVERY HOME,YOUTH RECOVERY HOME,UNITED ISD,Webb,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,13,REGION 01: EDINBURG,100.0%,High School,/districts/united-isd/youth-recovery-home/
campus,240903032.0,CASA ESPERANZA RECOVERY HOME,CASA ESPERANZA RECOVERY HOME,UNITED ISD,Webb,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,6,REGION 01: EDINBURG,100.0%,High School,/districts/united-isd/casa-esperanza-recovery-home/
campus,240903041.0,UNITED MIDDLE,UNITED MIDDLE,UNITED ISD,Webb,A,94,A,90,A,92,A,98,"1,093",REGION 01: EDINBURG,46.8%,Middle School,/districts/united-isd/united-middle-school/
campus,240903043.0,UNITED SOUTH MIDDLE,UNITED SOUTH MIDDLE,UNITED ISD,Webb,A,90,C,76,A,92,B,84,"1,174",REGION 01: EDINBURG,82.5%,Middle School,/districts/united-isd/united-south-middle-school/
campus,240903044.0,SALVADOR GARCIA MIDDLE,SALVADOR GARCIA MIDDLE,UNITED ISD,Webb,B,88,C,75,A,90,B,84,409,REGION 01: EDINBURG,97.1%,Middle School,/districts/united-isd/salvador-garcia-middle-school/
campus,240903045.0,GEORGE WASHINGTON MIDDLE,GEORGE WASHINGTON MIDDLE,UNITED ISD,Webb,A,90,B,81,A,91,B,87,"1,158",REGION 01: EDINBURG,75.6%,Middle School,/districts/united-isd/george-washington-middle-school/
campus,240903046.0,CLARK MIDDLE,CLARK MIDDLE,UNITED ISD,Webb,B,88,C,76,B,89,B,84,537,REGION 01: EDINBURG,84.5%,Middle School,/districts/united-isd/clark-middle-school/
campus,240903047.0,LOS OBISPOS MIDDLE,LOS OBISPOS MIDDLE,UNITED ISD,Webb,A,90,C,79,A,91,B,86,922,REGION 01: EDINBURG,94.3%,Middle School,/districts/united-isd/los-obispos-middle-school/
campus,240903048.0,TRAUTMANN MIDDLE,TRAUTMANN MIDDLE,UNITED ISD,Webb,A,93,B,88,A,92,A,94,623,REGION 01: EDINBURG,60.2%,Middle School,/districts/united-isd/trautmann-middle-school/
campus,240903053.0,ANTONIO GONZALEZ MIDDLE,ANTONIO GONZALEZ MIDDLE,UNITED ISD,Webb,A,91,C,79,A,92,B,89,606,REGION 01: EDINBURG,87.1%,Middle School,/districts/united-isd/antonio-gonzalez-middle-school/
campus,240903054.0,LAMAR BRUNI VERGARA MIDDLE,LAMAR BRUNI VERGARA MIDDLE,UNITED ISD,Webb,B,86,C,75,B,89,C,79,"1,067",REGION 01: EDINBURG,93.9%,Middle School,/districts/united-isd/lamar-bruni-vergara-middle-school/
campus,240903055.0,RAUL PERALES MIDDLE,RAUL PERALES MIDDLE,UNITED ISD,Webb,B,89,C,79,A,90,B,87,538,REGION 01: EDINBURG,87.5%,Middle School,/districts/united-isd/raul-perales-middle-school/
campus,240903058.0,ELIAS HERRERA MIDDLE,ELIAS HERRERA MIDDLE,UNITED ISD,Webb,A,93,B,88,A,92,A,96,"1,100",REGION 01: EDINBURG,46.2%,Middle School,/districts/united-isd/elias-herrera-middle-school/
campus,240903103.0,NYE EL,NYE EL,UNITED ISD,Webb,A,97,B,89,A,97,A,96,624,REGION 01: EDINBURG,75.2%,Elementary,/districts/united-isd/nye-elementary-school/
campus,240903105.0,CLARK EL,CLARK EL,UNITED ISD,Webb,A,93,C,75,A,95,B,88,371,REGION 01: EDINBURG,90.6%,Elementary,/districts/united-isd/clark-elementary-school/
campus,240903107.0,SALINAS EL,SALINAS EL,UNITED ISD,Webb,B,88,C,72,A,93,C,77,705,REGION 01: EDINBURG,84.7%,Elementary,/districts/united-isd/salinas-elementary-school/
campus,240903109.0,NEWMAN EL,NEWMAN EL,UNITED ISD,Webb,A,98,B,83,A,97,A,100,328,REGION 01: EDINBURG,86.6%,Elementary,/districts/united-isd/newman-elementary-school/
campus,240903110.0,TRAUTMANN EL,TRAUTMANN EL,UNITED ISD,Webb,A,99,A,93,A,99,A,100,649,REGION 01: EDINBURG,53.8%,Elementary,/districts/united-isd/trautmann-elementary-school/
campus,240903111.0,SIGIFREDO PEREZ EL,SIGIFREDO PEREZ EL,UNITED ISD,Webb,A,90,C,74,A,93,B,83,508,REGION 01: EDINBURG,90.4%,Elementary,/districts/united-isd/sigifredo-perez-elementary-school/
campus,240903112.0,FINLEY EL,FINLEY EL,UNITED ISD,Webb,B,89,C,73,A,93,C,78,402,REGION 01: EDINBURG,88.6%,Elementary,/districts/united-isd/finley-elementary-school/
campus,240903114.0,AMPARO GUTIERREZ EL,AMPARO GUTIERREZ EL,UNITED ISD,Webb,A,96,C,77,A,95,A,98,375,REGION 01: EDINBURG,81.9%,Elementary,/districts/united-isd/amparo-gutierrez-elementary-school/
campus,240903115.0,RUIZ EL,RUIZ EL,UNITED ISD,Webb,A,92,C,77,A,95,B,86,595,REGION 01: EDINBURG,83.2%,Elementary,/districts/united-isd/ruiz-elementary-school/
campus,240903116.0,MATIAS DE LLANO EL,MATIAS DE LLANO EL,UNITED ISD,Webb,A,98,B,89,A,97,A,100,395,REGION 01: EDINBURG,66.3%,Elementary,/districts/united-isd/matias-de-llano-elementary-school/
campus,240903117.0,KAZEN EL,KAZEN EL,UNITED ISD,Webb,A,97,A,91,A,95,A,100,361,REGION 01: EDINBURG,80.1%,Elementary,/districts/united-isd/kazen-elementary-school/
campus,240903118.0,JUAREZ/LINCOLN EL,JUAREZ/LINCOLN EL,UNITED ISD,Webb,B,89,C,72,A,94,C,78,550,REGION 01: EDINBURG,93.1%,Elementary,/districts/united-isd/juarezlincoln-elementary-school/
campus,240903119.0,PRADA EL,PRADA EL,UNITED ISD,Webb,A,93,C,76,A,95,B,87,618,REGION 01: EDINBURG,93.9%,Elementary,/districts/united-isd/prada-elementary-school/
campus,240903120.0,CHARLES BORCHERS EL,CHARLES BORCHERS EL,UNITED ISD,Webb,A,95,B,86,A,93,A,100,536,REGION 01: EDINBURG,48.5%,Elementary,/districts/united-isd/charles-borchers-elementary-school/
campus,240903121.0,KENNEDY ZAPATA EL,KENNEDY ZAPATA EL,UNITED ISD,Webb,A,94,B,88,A,96,A,90,332,REGION 01: EDINBURG,96.7%,Elementary,/districts/united-isd/kennedy-zapata-elementary-school/
campus,240903122.0,COL SANTOS BENAVIDES EL,COL SANTOS BENAVIDES EL,UNITED ISD,Webb,A,98,A,91,A,97,A,100,887,REGION 01: EDINBURG,35.2%,Elementary,/districts/united-isd/col-santos-benavides-elementary-school/
campus,240903123.0,FRANKLIN D ROOSEVELT EL,FRANKLIN D ROOSEVELT EL,UNITED ISD,Webb,A,94,C,77,A,94,A,94,568,REGION 01: EDINBURG,96.8%,Elementary,/districts/united-isd/franklin-d-roosevelt-elementary-school/
campus,240903124.0,JUDITH ZAFFIRINI EL,JUDITH ZAFFIRINI EL,UNITED ISD,Webb,B,89,C,77,A,93,C,79,520,REGION 01: EDINBURG,80.6%,Elementary,/districts/united-isd/judith-zaffirini-elementary-school/
campus,240903125.0,HENRY CUELLAR EL,HENRY CUELLAR EL,UNITED ISD,Webb,A,90,C,74,A,94,B,80,532,REGION 01: EDINBURG,91.7%,Elementary,/districts/united-isd/henry-cuellar-elementary-school/
campus,240903126.0,JULIA BIRD JONES MULLER EL,JULIA BIRD JONES MULLER EL,UNITED ISD,Webb,A,95,C,78,A,94,A,96,751,REGION 01: EDINBURG,78.0%,Elementary,/districts/united-isd/julia-bird-jones-muller-elementary-school/
campus,240903127.0,JOHN W ARNDT EL,JOHN W ARNDT EL,UNITED ISD,Webb,B,89,C,72,A,93,C,78,707,REGION 01: EDINBURG,94.3%,Elementary,/districts/united-isd/john-w-arndt-elementary-school/
campus,240903128.0,BONNIE L GARCIA EL,BONNIE L GARCIA EL,UNITED ISD,Webb,B,88,C,74,A,92,C,78,638,REGION 01: EDINBURG,84.8%,Elementary,/districts/united-isd/bonnie-l-garcia-elementary-school/
campus,240903129.0,RODOLFO C CENTENO EL,RODOLFO C CENTENO EL,UNITED ISD,Webb,A,98,B,82,A,97,A,100,758,REGION 01: EDINBURG,88.5%,Elementary,/districts/united-isd/rodolfo-c-centeno-elementary-school/
campus,240903130.0,DR MALAKOFF EL,DR MALAKOFF EL,UNITED ISD,Webb,A,95,B,85,A,93,A,100,511,REGION 01: EDINBURG,56.9%,Elementary,/districts/united-isd/dr-malakoff-elementary-school/
campus,240903131.0,BARBARA FASKEN EL,BARBARA FASKEN EL,UNITED ISD,Webb,A,98,B,88,A,97,A,100,705,REGION 01: EDINBURG,67.8%,Elementary,/districts/united-isd/barbara-fasken-elementary-school/
campus,240903132.0,RADCLIFFE & SUE KILLAM EL,RADCLIFFE & SUE KILLAM EL,UNITED ISD,Webb,A,95,C,78,A,98,B,89,493,REGION 01: EDINBURG,88.2%,Elementary,/districts/united-isd/radcliffe-sue-killam-elementary-school/
campus,240903133.0,VETERANS MEMORIAL EL,VETERANS MEMORIAL EL,UNITED ISD,Webb,A,93,C,75,A,95,B,87,712,REGION 01: EDINBURG,89.9%,Elementary,/districts/united-isd/veterans-memorial-elementary-school/
campus,240903134.0,FREEDOM EL,FREEDOM EL,UNITED ISD,Webb,A,93,B,83,A,94,B,89,561,REGION 01: EDINBURG,91.6%,Elementary,/districts/united-isd/freedom-elementary-school/
campus,240903135.0,SAN ISIDRO EL,SAN ISIDRO EL,UNITED ISD,Webb,A,99,A,93,A,98,A,100,772,REGION 01: EDINBURG,34.6%,Elementary,/districts/united-isd/san-isidro-elementary-school/
campus,240903136.0,ROBERTO J SANTOS EL,ROBERTO J SANTOS EL,UNITED ISD,Webb,A,91,B,82,A,92,B,87,346,REGION 01: EDINBURG,64.5%,Elementary,
district,240904.0,WEBB CISD,,WEBB CISD,Webb,B,86,B,86,B,89,B,80,264,REGION 01: EDINBURG,81.8%,District,/districts/webb-cisd/
campus,240904001.0,BRUNI H S,BRUNI H S,WEBB CISD,Webb,B,88,B,87,A,91,B,81,87,REGION 01: EDINBURG,81.6%,High School,/districts/webb-cisd/bruni-high-school/
campus,240904003.0,JJAEP,JJAEP,WEBB CISD,Webb,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,1,REGION 01: EDINBURG,100.0%,High School,
campus,240904041.0,BRUNI MIDDLE,BRUNI MIDDLE,WEBB CISD,Webb,A,91,B,80,A,92,A,90,58,REGION 01: EDINBURG,82.8%,Middle School,/districts/webb-cisd/bruni-middle-school/
campus,240904102.0,OILTON EL,OILTON EL,WEBB CISD,Webb,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,52,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,58,118,REGION 01: EDINBURG,81.4%,Elementary,/districts/webb-cisd/oilton-elementary-school/
district,241901.0,BOLING ISD,,BOLING ISD,Wharton,B,81,B,83,B,80,C,75,"1,141",REGION 03: VICTORIA,52.3%,District,/districts/boling-isd/
campus,241901001.0,BOLING H S,BOLING H S,BOLING ISD,Wharton,B,81,B,82,C,75,C,77,343,REGION 03: VICTORIA,47.5%,High School,/districts/boling-isd/boling-high-school/
campus,241901041.0,IAGO J H,IAGO J H,BOLING ISD,Wharton,C,79,C,78,B,81,C,74,271,REGION 03: VICTORIA,57.2%,Middle School,/districts/boling-isd/iago-junior-high/
campus,241901101.0,NEWGULF EL,NEWGULF EL,BOLING ISD,Wharton,B,80,C,75,B,82,C,76,527,REGION 03: VICTORIA,52.9%,Elementary,/districts/boling-isd/newgulf-elementary-school/
district,241902.0,EAST BERNARD ISD,,EAST BERNARD ISD,Wharton,A,92,A,93,A,90,B,89,954,REGION 03: VICTORIA,38.6%,District,/districts/east-bernard-isd/
campus,241902001.0,EAST BERNARD H S,EAST BERNARD H S,EAST BERNARD ISD,Wharton,A,95,A,93,B,84,A,100,308,REGION 03: VICTORIA,31.5%,High School,/districts/east-bernard-isd/east-bernard-high-school/
campus,241902041.0,EAST BERNARD J H,EAST BERNARD J H,EAST BERNARD ISD,Wharton,A,93,B,88,A,90,A,100,278,REGION 03: VICTORIA,36.7%,Middle School,/districts/east-bernard-isd/east-bernard-junior-high/
campus,241902101.0,EAST BERNARD EL,EAST BERNARD EL,EAST BERNARD ISD,Wharton,B,82,B,88,B,83,Not Rated: Senate Bill 1365,69,368,REGION 03: VICTORIA,45.9%,Elementary,/districts/east-bernard-isd/east-bernard-elementary-school/
district,241903.0,EL CAMPO ISD,,EL CAMPO ISD,Wharton,B,88,B,87,A,92,C,79,"3,404",REGION 03: VICTORIA,75.1%,District,/districts/el-campo-isd/
campus,241903001.0,EL CAMPO H S,EL CAMPO H S,EL CAMPO ISD,Wharton,B,84,B,85,B,88,C,73,"1,117",REGION 03: VICTORIA,68.6%,High School,/districts/el-campo-isd/el-campo-high-school/
campus,241903041.0,EL CAMPO MIDDLE,EL CAMPO MIDDLE,EL CAMPO ISD,Wharton,C,79,C,75,B,82,C,73,726,REGION 03: VICTORIA,74.2%,Middle School,/districts/el-campo-isd/el-campo-middle-school/
campus,241903102.0,HUTCHINS EL,HUTCHINS EL,EL CAMPO ISD,Wharton,B,80,C,75,B,83,C,74,717,REGION 03: VICTORIA,84.8%,Elementary,/districts/el-campo-isd/hutchins-elementary-school/
campus,241903103.0,NORTHSIDE EL,NORTHSIDE EL,EL CAMPO ISD,Wharton,A,92,B,82,B,89,A,100,466,REGION 03: VICTORIA,77.7%,Elementary,/districts/el-campo-isd/northside-elementary-school/
campus,241903107.0,MYATT EL,MYATT EL,EL CAMPO ISD,Wharton,B,80,Not Rated,.,Not Rated,.,Not Rated,.,378,REGION 03: VICTORIA,74.1%,Elementary,/districts/el-campo-isd/myatt-elementary-school/
district,241904.0,WHARTON ISD,,WHARTON ISD,Wharton,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,30,"1,960",REGION 03: VICTORIA,84.3%,District,/districts/wharton-isd/
campus,241904001.0,WHARTON H S,WHARTON H S,WHARTON ISD,Wharton,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,69,C,71,Not Rated: Senate Bill 1365,30,613,REGION 03: VICTORIA,82.2%,High School,/districts/wharton-isd/wharton-high-school/
campus,241904042.0,WHARTON J H,WHARTON J H,WHARTON ISD,Wharton,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,60,445,REGION 03: VICTORIA,78.4%,Middle School,/districts/wharton-isd/wharton-junior-high/
campus,241904102.0,C G SIVELLS EL,C G SIVELLS EL,WHARTON ISD,Wharton,Not Rated: Senate Bill 1365,59,Not Rated,.,Not Rated,.,Not Rated,.,420,REGION 03: VICTORIA,93.1%,Elementary,/districts/wharton-isd/c-g-sivells-elementary-school/
campus,241904106.0,WHARTON EL,WHARTON EL,WHARTON ISD,Wharton,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,54,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,62,482,REGION 03: VICTORIA,84.6%,Elementary,/districts/wharton-isd/wharton-elementary-school/
district,241906.0,LOUISE ISD,,LOUISE ISD,Wharton,B,87,A,91,B,89,C,79,518,REGION 03: VICTORIA,63.7%,District,/districts/louise-isd/
campus,241906001.0,LOUISE H S,LOUISE H S,LOUISE ISD,Wharton,B,88,A,90,B,89,B,84,140,REGION 03: VICTORIA,57.9%,High School,/districts/louise-isd/louise-high-school/
campus,241906041.0,LOUISE J H,LOUISE J H,LOUISE ISD,Wharton,C,70,C,70,Not Rated: Senate Bill 1365,66,C,70,119,REGION 03: VICTORIA,58.8%,Middle School,/districts/louise-isd/louise-junior-high/
